artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,time_signature
The Weeknd,Blinding Lights (with ROSAL√çA) - Remix,68,0.49,0.694,5,-5.793,0,0.0618,0.0133,0.0000462,0.0946,0.249,170.903,216.123,4
Bass Drum of Death,you were right,38,0.293,0.822,7,-4.514,0,0.0548,0.0069,0.000282,0.274,0.486,183.176,169.549,4
Tom Petty,A Face In The Crowd,51,0.678,0.619,4,-13.386,0,0.0266,0.114,0.005,0.0609,0.803,105.577,239.307,4
UniBe@t,Internationale,28,0.697,0.556,1,-8.719,1,0.446,0.000244,0.339,0.24,0.517,118.094,368.136,4
Ballyhoo!,Message to the World,43,0.66,0.827,,-6.127,0,0.037,0.057,,0.539,0.955,77.991,224.808,4
Jennifer Pérez,Don't Be Shy,46,0.665,0.24,4,-16.169,0,0.0628,0.968,0.959,0.111,0.368,139.856,0.00388355,4
Dawda Jobarteh,(Take My Hand And Let's Go To) The Red Desert,25,0.679,0.237,11,-12.236,1,0.0533,0.961,0.767,0.113,0.461,160.075,0.00387555,3
A Place To Bury Strangers,End of the Night,40,0.466,0.962,4,-0.745,1,0.14,0.0578,0.737,0.103,0.213,110.013,326.695,4
Jay Arner,Earth to Jay,32,0.793,0.469,11,-8.108,1,0.0579,0.0538,0.149,0.104,0.939,101.995,240.573,4
Polo G,Epidemic,76,0.616,0.617,1,-8.431,1,0.52,0.128,,0.177,0.476,175.929,177.273,4
The Smashing Pumpkins,1979 - Remastered 2012,75,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266.2,4
Dirty Heads,Vacation,77,0.739,0.754,8,-5.034,1,0.035,0.0431,,0.0999,0.793,150.017,209.142,4
Snowy Dunes,Desert Cold,33,0.286,0.638,2,-8.931,1,0.0487,0.06,0.000779,0.363,0.405,131.796,373.134,4
John Mayer,XO,70,0.431,0.377,2,-9.753,1,0.0288,0.749,,0.211,0.353,173.67,0.00356045,4
Surfer Girl,Bag of Bones,33,0.654,0.755,6,-6.128,0,0.0441,0.215,0.00446,0.343,0.932,82.011,238.049,4
DENM,Life's 2 Short,50,0.485,0.707,,-5.598,1,0.0765,0.339,,0.16,0.541,79.744,240.728,4
Love,Sam Teskey,35,0.394,0.301,3,-10.833,1,0.0312,0.782,0.0269,0.194,0.203,117.189,0.005725783333,3
Asha Bhosle,Phir Thes Lagi Dil Ko,3,0.503,0.159,9,-14.932,1,0.0442,0.969,0.000454,0.369,0.567,81.84,0.00333845,3
Foxy Brown,Get Me Home,63,0.774,0.48,9,-6.599,0,0.228,0.109,0.000661,0.313,0.332,96.067,229.4,4
frown line,September,40,0.554,0.702,7,-5.704,1,0.0344,0.0934,0.0917,0.334,0.741,216.091,178.75,4
Ian Dury,Sex & Drugs & Rock & Roll,51,0.833,0.716,9,-11.265,1,0.04,0.533,,0.058,0.9,104.8,186.627,4
Grateful Dead,Dark Star - Single Version,49,0.377,0.0849,2,-17.892,1,0.039,0.882,0.0607,0.19,0.354,85.022,161.8,4
Dream Head,Daria,26,0.559,0.622,5,-8.843,1,0.029,0.256,0.334,0.0963,0.365,145.084,218.483,4
Britney Spears,Everytime,64,0.398,0.284,3,-12.852,1,0.0337,0.966,0.0000857,0.116,0.114,109.599,0.00383845,4
Death From Above 1979,Trainwreck 1979,49,0.552,0.909,8,-4.87,1,0.0502,0.0000579,0.0315,0.204,0.232,135.041,226.689,4
Rajiv Dhall,Muscle Memory,48,0.803,0.368,3,-5.773,1,0.0479,0.609,,0.107,0.347,104.974,148.871,4
Black Sun,Dark Mirror,26,0.375,0.925,7,-7.235,1,0.0949,0.0000206,0.708,0.229,0.141,186.042,269.963,4
Freddy Fender,Wasted Days And Wasted Nights,46,0.702,0.409,11,-8.84,1,0.0354,0.481,0.00000476,0.289,0.885,88.516,0.0028627,4
The Black Keys,Howlin' For You,67,0.725,0.747,11,-5.545,1,0.0876,0.0272,0.0468,0.104,0.38,132.921,191.956,4
Robert Walter's 20th Congress,Posthuman,18,0.742,0.898,1,-7.474,1,0.0417,0.361,0.854,0.238,0.844,94.995,293.342,4
Keith Urban,Parallel Line,61,0.621,0.477,,-5.284,1,0.0334,0.202,,0.215,0.481,81.976,0.004218066667,4
Dream Theater,Pull Me Under,61,0.532,0.941,9,-9.025,1,0.0465,0.000579,0.0527,0.15,0.278,102.198,493.933,4
Fred again..,Diana (You Don't Even Know),41,0.837,0.71,2,-7.109,1,0.0762,0.0286,0.019,0.0649,0.694,123.021,204.878,4
Twenty One Pilots,Jumpsuit,71,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238.56,4
Juan Wauters,Unity (with Cola Boyy),26,0.681,0.436,7,-10.668,1,0.0996,0.17,0.00289,0.0729,0.583,90.191,209.302,4
Brand Nubian,Slow Down,49,0.731,0.857,9,-13.358,1,0.19,0.0798,0.0000088,0.0772,0.691,95.879,303.04,4
Faye Webster,In A Good Way,55,0.587,0.295,9,-8.284,1,0.03,0.175,0.0233,0.238,0.336,70.82,223.534,4
Logic1000,Like My Way,47,0.803,0.581,9,-8.054,1,0.17,0.0258,0.84,0.0768,0.163,125.007,253.44,4
Junior Wells,Cut That Out,28,0.571,0.66,2,-8.365,1,0.0494,0.683,0.0000314,0.0566,0.876,138.958,172.76,4
Brad Paisley,Mud On the Tires,60,0.448,0.824,2,-5.508,1,0.0478,0.294,0.0000381,0.662,0.463,185.217,0.003445333333,4
Moneybagg Yo,Wockesha,75,0.582,0.537,,-9.229,1,0.619,0.129,,0.0749,0.771,82.103,180.93,4
Lil' Kim,Queen Bitch,48,0.787,0.773,2,-8.533,1,0.328,0.0732,0.102,0.105,0.844,85.658,197.267,4
Silent Planet,Trilogy,50,0.339,0.959,8,-5.919,1,0.116,0.0000837,0.000115,0.686,0.198,128.035,204.124,4
Vinod Rathod,Chhupana Bhi Nahin Aata,44,0.502,0.592,10,-11.148,0,0.0499,0.372,0.0000102,0.162,0.773,79.937,0.006984,3
M√©lodie Lauret,quand j'entends les gens,45,0.814,0.608,11,-11.207,0,0.318,0.804,0.0226,0.104,0.662,121.007,207.547,4
Andromida,Synthesis,46,0.432,0.951,4,-4.731,0,0.0398,0.0000263,0.874,0.0663,0.543,168.935,159.053,4
While She Sleeps,Four Walls,48,0.485,0.984,7,-3.389,1,0.107,0.000204,0.00000376,0.17,0.109,136.05,307.933,4
Ariel,*** TOO BIG TO FAIL ***,13,0.666,0.463,1,-7.215,1,0.0518,0.0061,0.0000874,0.233,0.307,81.04,177.507,4
TV On The Radio,DLZ,54,0.513,0.878,8,-3.981,0,0.0447,0.0348,0.00237,0.108,0.521,176.041,228.707,4
Angel Haze,Weight,38,0.769,0.848,8,-4.499,1,0.328,0.345,,0.0806,0.195,132.934,196.692,4
Buika,Mi ni√±a Lola,46,0.591,0.275,4,-8.051,0,0.0356,0.85,,0.0903,0.191,109.333,269.4,4
Country Joe McDonald,Flying High,21,0.522,0.377,7,-13.445,1,0.0338,0.00291,,0.858,0.433,127.383,243.533,4
The Delta Saints,California,43,0.585,0.741,4,-6.954,0,0.0326,0.00381,0.00000896,0.3,0.676,124.678,222.653,4
Curren$y,Scottie Pippens (feat. Freddie Gibbs),2,0.384,0.908,10,-5.517,0,0.325,0.0762,,0.328,0.67,84.29,187.238,4
Better Than Ezra,Good,63,0.615,0.657,7,-6.873,1,0.029,0.000372,0.0204,0.132,0.792,109.95,185.093,4
Mez,Loading...,40,0.758,0.827,4,-6.257,1,0.282,0.104,0.0000259,0.0785,0.682,154.014,210.72,4
Josh Smith,Brown Gatton,32,0.658,0.617,9,-6.956,1,0.0332,0.242,0.784,0.136,0.496,122.429,250.182,4
Body Count,Black Hoodie,45,0.397,0.992,1,-1.271,0,0.304,0.000462,,0.322,0.301,102.092,209.747,4
The Rolling Stones,Hang Fire - Remastered,45,0.461,0.906,9,-4.369,1,0.0356,0.0299,0.0104,0.319,0.939,152.206,141.093,4
Avner Gadasi,◊û◊†◊í◊ü ◊ï◊©◊®,23,0.451,0.334,,-12.729,0,0.0282,0.685,,0.393,0.19,109.844,289.64,3
Omer Adam,◊ó◊ï◊ú◊ù ◊ê◊ï◊™◊ö,31,0.512,0.378,1,-5.398,0,0.0363,0.844,,0.0953,0.362,90.013,228.053,4
Alabama,Love in the First Degree,45,0.626,0.411,8,-11.162,1,0.0318,0.366,,0.0374,0.665,103.368,0.00332,4
Nicolas Duque,2You,43,0.664,0.947,1,-4.436,1,0.0732,0.0274,0.00953,0.135,0.744,129.998,296.525,4
System Of A Down,Toxicity,78,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218.933,3
Berry Sakharof,◊©◊ú◊ï◊ù ◊ú◊ö ◊ì◊ï◊ì◊ô,24,0.652,0.49,9,-11.274,0,0.0344,0.00996,0.0951,0.221,0.747,143.904,240.8,4
JP Saxe,If the World Was Ending - feat. Julia Michaels,85,0.464,0.473,1,-10.086,1,0.129,0.866,,0.109,0.604,75.801,208.687,4
Christian Lindquist,So Close,46,0.703,0.162,1,-18.262,0,0.0572,0.948,0.931,0.109,0.264,104.994,0.00365,4
Alicia Keys,"No One - Live at Metropolis Studios, New York, NY - May 2013",32,0.595,0.714,1,-5.427,0,0.072,0.483,0.0000029,0.977,0.204,89.861,0.006166216667,4
B.B. King,Why I Sing The Blues,54,0.792,0.495,,-11.603,1,0.0527,0.239,0.00175,0.074,0.719,118.066,517.4,4
Eric Reed,It's Easy to Remember,38,0.486,0.0502,,-24.512,0,0.0343,0.976,0.118,0.102,0.275,110.567,0.005028,4
Siena Root,Secrets,35,0.499,0.797,6,-9.011,0,0.0398,0.13,0.000836,0.0896,0.624,114.13,218.013,4
Parquet Courts,Borrowed Time,35,0.407,0.738,,-7.249,1,0.0309,0.0303,0.83,0.574,0.821,92.334,152.049,4
Daisha McBride,Pump Fake,28,0.439,0.69,8,-6.93,1,0.196,0.0921,0.0169,0.418,0.152,83.494,224.192,4
Demob Happy,Autoportrait,47,0.567,0.964,7,-6.093,1,0.0648,0.00061,0.000296,0.238,0.792,148.993,202.6,4
Rihanna,Desperado,73,0.685,0.61,,-5.221,0,0.0439,0.323,,0.102,0.323,94.384,0.003107783333,3
Rachel Chinouriri,Darker Place,44,0.836,0.459,9,-9.21,0,0.113,0.19,0.00329,0.318,0.443,91.983,168.849,4
Pony Bradshaw,Sawtoothed Jericho,39,0.673,0.227,6,-11.624,1,0.0288,0.532,0.00229,0.0971,0.19,111.019,299.92,4
Manna Dey,Lapak Jhapak Tu Aa Re Badarwa,4,0.588,0.47,1,-11.434,1,0.339,0.926,0.000683,0.157,0.668,123.974,0.005183783333,4
The Rolling Stones,Wild Horses - 2009 Mix,71,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,341.773,4
Shinedown,Fly from the Inside,57,0.482,0.916,5,-4.557,1,0.0473,0.0000351,0.000588,0.0474,0.385,96.101,235.16,4
Olamide,Rock,50,0.917,0.628,1,-7.542,1,0.188,0.362,0.273,0.102,0.828,103.993,185.769,4
Bad Company,Feel like Makin' Love - 2015 Remaster,69,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313.84,4
T-Pain,Bartender (feat. Akon),73,0.832,0.391,8,-8.504,1,0.0628,0.0564,,0.224,0.436,104.961,238.8,4
The Lumineers,Flowers in Your Hair,60,0.676,0.609,7,-10.183,1,0.034,0.753,0.0000585,0.209,0.557,127.45,110.56,4
Ravid Plotnik,◊†◊ô◊¶◊ó◊ï◊ü (◊†◊¶'◊ô ◊†◊¶'),25,0.74,0.919,1,-2.307,0,0.366,0.422,0.0000393,0.162,0.398,102.029,160.4,4
Def Leppard,Bringin' On The Heartbreak,58,0.329,0.676,9,-9.036,0,0.0324,0.0366,,0.18,0.529,78.217,273.733,4
Bryan Adams,Open Road,38,0.548,0.869,11,-4.846,1,0.0374,0.102,0.00000561,0.252,0.511,118.096,208.227,4
Herman Frank,Teutonic Order,46,0.391,0.96,1,-4.402,1,0.0533,0.00000591,0.178,0.209,0.445,176.001,298.683,4
Gili Portal,The Observer,3,0.584,0.632,6,-5.77,0,0.0476,0.463,0.0115,0.15,0.453,74.978,162.081,4
Bruce Springsteen,Secret Garden,65,0.52,0.329,,-14.224,1,0.0266,0.576,0.0418,0.12,0.118,86.857,266.613,4
Of Mice & Men,Bones Exposed,55,0.467,0.942,5,-4.117,1,0.055,0.0000295,0.000562,0.47,0.223,139.952,255.693,4
Jamie Berry,Stand Together - Original Mix,33,0.797,0.499,6,-8.872,1,0.0552,0.119,0.000054,0.0466,0.608,100.102,255.616,4
Dizzee Rascal,Jus' a Rascal,44,0.646,0.836,8,-4.811,1,0.324,0.0297,,0.0488,0.527,82.102,208.04,4
Maren Morris,The Bones,77,0.612,0.57,11,-6.642,0,0.0347,0.278,,0.0963,0.334,77.004,0.003288216667,4
Joe Bonamassa,A Conversation With Alice,41,0.525,0.807,2,-4.978,1,0.0307,0.0134,0.0262,0.191,0.654,138.003,259.4,4
Smash Into Pieces,All Eyes on You,57,0.591,0.72,3,-6.181,0,0.0374,0.0482,0.00000514,0.117,0.259,90.035,187.333,4
Geeta Dutt,Na Jao Saiyan Chhuda Ke Baiyan,27,0.637,0.171,2,-14.379,1,0.0465,0.977,0.0000545,0.104,0.497,90.36,0.004125783333,4
Hatebreed,Looking Down the Barrel of Today,61,0.486,0.986,1,-4.71,1,0.0818,0.000662,0.048,0.29,0.501,180.085,161.627,4
Joni Mitchell,California,63,0.464,0.328,4,-9.005,1,0.0407,0.905,,0.135,0.784,70.859,0.00383711667,3
Eyal Golan,◊û◊ñ◊ú,38,0.711,0.786,5,-3.185,0,0.0382,0.0479,,0.0845,0.532,129.998,193.385,4
DEVO,Whip It,65,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,161.133,4
Amnesia Scanner,AS Going (feat. LYZZA),35,0.654,0.666,4,-8.196,0,0.0821,0.263,0.00813,0.14,0.41,160.025,199.495,4
The Cure,Boys Don't Cry,74,0.462,0.836,11,-5.766,0,0.0621,0.00517,,0.18,0.671,168.766,155.973,4
Powerman 5000,Black Lipstick,45,0.634,0.871,10,-5.37,0,0.0507,0.001,0.000188,0.0999,0.688,132.038,203.636,4
VOLA,These Black Claws (feat. SHAHMEN),50,0.518,0.746,11,-7.946,1,0.0357,0.00526,0.00000409,0.0964,0.32,81.499,352.84,4
Maffio,Uchi Wala,60,0.841,0.757,3,-4.419,1,0.131,0.0714,0.00000358,0.0966,0.88,137.532,192.85,5
Pearl Jam,Mind Your Manners,44,0.569,0.905,7,-5.424,1,0.0563,0.000117,0.000582,0.182,0.848,128.034,158.24,4
Charles Cook Jr.,I'm Old Fashioned,43,0.537,0.291,2,-15.392,0,0.0285,0.894,0.751,0.239,0.226,110.08,0.0043563,4
Scientists,Swampland,11,0.284,0.698,11,-15.828,0,0.0562,0.0139,0.62,0.132,0.258,145.469,267.714,4
Julien-K,Shut Down Your Soul,33,0.413,0.987,6,-4.092,1,0.0916,0.000531,0.0701,0.668,0.11,178.944,197.001,4
Aviv Geffen,◊¶◊ú◊ß◊ï◊™,15,0.439,0.637,11,-6.227,0,0.0483,0.551,0.0768,0.0544,0.455,80.542,242.467,4
Bell Biv DeVoe,Poison,63,0.815,0.587,6,-10.161,0,0.237,0.00179,0.0193,0.645,0.754,111.762,261.867,4
Bangladesh,Alexander Supertramp,22,0.262,0.94,7,-4.306,1,0.0448,0.00325,0.899,0.0624,0.363,150.166,277.3,4
Adia Victoria,South Gotta Change,51,0.679,0.569,5,-8.151,0,0.0334,0.036,,0.118,0.653,90.005,225.267,4
Bryan Adams,The Best Of Me,41,0.518,0.867,4,-4.705,1,0.0353,0.0997,,0.415,0.41,106.39,210.573,4
Grateful Dead,Truckin' - 2013 Remaster,59,0.644,0.623,11,-13.862,0,0.059,0.389,0.0202,0.0617,0.676,126.553,306.974,4
Pulled Apart By Horses,Hotel Motivation,24,0.494,0.552,,-14.617,1,0.0374,0.00015,0.00179,0.248,0.864,169.081,186.068,4
Starship,We Built This City,77,0.661,0.908,5,-4.897,1,0.039,0.052,,0.0708,0.656,144.091,296.08,4
Foreign Air,Monsters,50,0.552,0.673,9,-4.9,0,0.0298,0.00553,,0.114,0.174,89.993,224.053,4
Berry Sakharof,◊û◊§◊†◊î ◊û◊ß◊ï◊ù,35,0.508,0.715,7,-12.53,1,0.0292,0.00953,0.00373,0.141,0.724,76.708,257.469,4
Charli XCX,Boys,,0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,162.586,4
Tuna,◊î◊ò◊ï◊ë ◊î◊®◊¢ ◊ï◊ê◊ó◊ï◊™◊ö,44,0.657,0.822,4,-6.071,0,0.0785,0.108,,0.34,0.597,82.011,204.351,4
Metronomy,The Bay - Mr. Mitch Remix,51,0.854,0.467,1,-9.528,1,0.251,0.00784,0.406,0.099,0.154,129.963,299.837,4
Lawrence Arabia,Apple Pie Bed,42,0.771,0.686,3,-5.699,1,0.0475,0.0725,,0.446,0.775,126.815,208.813,4
Britney Spears,Touch of My Hand,45,0.551,0.822,9,-5.857,0,0.0559,0.576,0.000176,0.135,0.412,100.005,0.00432445,4
Resynator,Only A Broken Heart,40,0.209,0.359,,-11.846,1,0.0459,0.86,0.00821,0.1,0.157,195.586,227.352,4
KID BRUNSWICK,When You Were Young,48,0.51,0.718,1,-6.129,0,0.0439,0.00183,,0.14,0.713,199.992,187.907,4
The Rolling Stones,Little Red Rooster - Mono Version,47,0.721,0.432,7,-11.688,1,0.0411,0.0674,0.0321,0.0971,0.674,109.373,185.787,3
Asking Alexandria,Not The American Average,63,0.236,0.892,2,-4.106,0,0.188,0.0305,,0.278,0.0685,184.981,279.227,4
Plini,Pan,47,0.523,0.909,1,-6.41,0,0.0354,0.00298,0.881,0.0534,0.208,129.936,333,4
Madlib,Dirtknock,50,0.713,0.488,1,-10.278,1,0.321,0.281,0.885,0.277,0.565,177.837,134.6,4
Digable Planets,Dog It,46,0.901,0.361,11,-14.2,0,0.268,0.261,0.704,0.0598,0.514,92.118,260.693,4
The Stone Roses,Made of Stone - Remastered,55,0.264,0.966,7,-5.009,1,0.0832,0.094,0.175,0.332,0.427,131.603,254.64,4
Sharon Van Etten,Like I Used To,,0.534,0.712,4,-5.162,1,0.0364,0.122,0.000503,0.373,0.518,110.95,263.754,4
Howlin' Wolf,Moanin' At Midnight,44,0.362,0.507,11,-13.978,0,0.0463,0.884,0.00607,0.116,0.755,93.468,176.573,4
Daniel Pearson,Brother,44,0.633,0.652,4,-6.246,1,0.0353,0.0496,0.00000835,0.0961,0.881,90.067,179.029,4
White Town,Your Woman,63,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.643,259.893,4
CHAMELEON LIME WHOOPIEPIE,Wonderful,31,0.75,0.556,2,-9.163,1,0.0645,0.485,0.0014,0.15,0.883,80.007,207.75,4
Peled,◊ê◊ô◊ü ◊ô◊ï◊™◊® ◊ò◊ï◊ë ◊û◊ñ◊î,37,0.648,0.75,1,-5.718,1,0.246,0.0483,,0.752,0.628,93.1,211.409,4
Don Williams,"Lord, I Hope This Day Is Good - Single Version",56,0.526,0.388,2,-17.983,1,0.029,0.252,0.00137,0.114,0.702,173.82,0.004165116667,4
Oscar Peterson Trio,Bag's Groove,44,0.641,0.0366,,-26.04,1,0.0428,0.872,0.155,0.107,0.196,102.778,340.333,4
Berry Sakharof,◊®◊ì◊ô◊ï ◊®◊û◊ê◊ú◊ú◊î,19,0.266,0.871,,-5.996,0,0.0638,0.000428,0.0046,0.161,0.326,154.778,320.575,4
Grandbrothers,All the Unknown,37,0.435,0.844,7,-9.772,0,0.031,0.708,0.851,0.103,0.0393,105.991,331.347,4
flowerkid,boy with the winfields and the wild heart,50,0.324,0.216,8,-12.174,1,0.0441,0.882,0.00783,0.0896,0.123,180.234,253.018,3
H√ÖN,Jenny!,44,0.574,0.353,,-11.021,1,0.0872,0.47,0.00000174,0.0814,0.211,75.056,193.542,4
Royal Blood,Who Needs Friends,63,0.637,0.62,9,-5.721,0,0.0341,0.000143,0.000592,0.107,0.583,93.025,190.133,4
Lil Tecca,Never Left,83,0.807,0.659,11,-6.92,1,0.332,0.0224,,0.309,0.438,82.465,168.727,4
Colour Of Fire,9 Volter,11,0.408,0.963,1,-5.908,1,0.0379,0.000224,0.382,0.848,0.706,137.135,167.4,4
John Mayer,Daughters,68,0.674,0.413,2,-7.816,1,0.0274,0.836,0.0000195,0.098,0.503,124.893,237.907,3
Lightning Born,Shifting Winds,29,0.526,0.754,8,-5.58,1,0.0665,0.0445,0.0354,0.282,0.382,125.894,275.067,4
Zedd,The Middle,82,0.753,0.657,7,-3.061,1,0.0449,0.171,,0.112,0.437,107.01,184.732,4
Norman North,Always,33,0.576,0.51,3,-5.245,1,0.0278,0.308,,0.118,0.467,129.829,177.293,4
The Wallflowers,Roots And Wings,48,0.576,0.856,7,-5.048,1,0.0312,0.0145,0.0036,0.327,0.843,118.008,234.695,4
Taliifah,Karma,24,0.628,0.777,9,-5.642,1,0.208,0.254,,0.0905,0.452,72.346,165.517,4
Ella Eyre,Don't You Want Me - For Nest Audio Sessions,49,0.56,0.129,9,-12.27,0,0.0329,0.947,0.00000152,0.101,0.262,99.692,0.00298476667,4
Sum 41,In Too Deep,75,0.568,0.844,9,-5.875,1,0.0505,0.000189,,0.0607,0.766,116.046,207.093,4
Anne-Marie,Beautiful,70,0.493,0.597,2,-6.944,1,0.305,0.337,,0.0711,0.66,90.096,0.00324466667,4
CAL,In the Water (with Quinn XCII),64,0.591,0.504,4,-4.799,1,0.253,0.107,,0.36,0.79,169.872,140.476,4
Roei Hermon,◊ê◊ô◊ü ◊ê◊ï◊™◊ô,31,0.67,0.833,11,-10.018,0,0.116,0.31,0.00603,0.313,0.751,122.334,290.5,4
The Mission,Tower Of Strength,45,0.525,0.493,9,-16.098,1,0.0249,0.00266,0.00665,0.084,0.792,98.064,486.24,4
Mike Jones,Still Tippin' (feat. Slim Thug and Paul Wall),64,0.86,0.861,6,-7.131,0,0.307,0.0361,0.0000407,0.113,0.79,143.184,271.053,4
WALK THE MOON,Shut Up and Dance,81,0.578,0.866,1,-3.804,1,0.0619,0.00701,,0.257,0.619,128.038,199.08,4
Poison,Nothin' But A Good Time - Remastered 2006,51,0.57,0.973,1,-2.771,1,0.0763,0.0182,,0.203,0.557,129.073,0.00372778333,4
Gabe Goodman,Grand Caravan,,0.706,0.316,2,-13.249,1,0.0362,0.679,0.116,0.163,0.664,120.97,177.101,4
John Lindberg Trio,Promised Land,45,0.544,0.968,2,-4.809,1,0.0403,0.0657,0.0807,0.148,0.722,92.509,188.739,4
Fetch Tiger,I Can't Compete,33,0.676,0.322,2,-13.354,1,0.0502,0.637,0.000121,0.0902,0.336,108.026,191.929,3
Akbaba ƒ∞kilisi,Darƒ±ldƒ±m Darƒ±ldƒ±m (feat. Arif Saƒü),37,0.691,0.744,6,-10.971,1,0.0754,0.105,0.0000104,0.332,0.637,84.247,310.436,4
Avenged Sevenfold,Hail to the King,76,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,305.907,4
Argent,Hold Your Head Up,48,0.502,0.488,7,-12.265,1,0.0261,0.3,0.128,0.319,0.74,89.279,377.56,4
Britney Spears,Gimme More,81,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,0.004187333333,4
Son Seals,Now That I'm Down,48,0.49,0.338,2,-13.657,1,0.2,0.472,0.00000431,0.109,0.463,140.533,362.4,3
VALDIS,Breathe,28,0.685,0.699,9,-9.434,1,0.0303,0.0347,0.00586,0.133,0.225,109.967,181.33,4
Kylesa,Unspoken,43,0.219,0.829,7,-6.163,1,0.0491,0.0067,0.83,0.146,0.437,144.082,287.733,4
Surf Curse,Freaks,86,0.346,0.944,9,-9.874,1,0.0485,0.0000416,0.565,0.0546,0.403,179.63,147.036,4
Modest Mouse,Float On,72,0.649,0.888,6,-4.807,1,0.0293,0.013,0.00000223,0.0888,0.553,100.975,208.467,4
Crystal Gayle,Don't It Make My Brown Eyes Blue,50,0.675,0.49,6,-7.818,1,0.0395,0.714,0.000313,0.113,0.353,84.409,0.002632216667,4
Franz Ferdinand,Walk Away,56,0.584,0.836,2,-4.487,1,0.0348,0.132,0.0000011,0.144,0.495,124.131,220.347,4
Long Distance Calling,Ascending,35,0.225,0.88,7,-6.678,1,0.0356,0.000239,0.85,0.0619,0.25,95.997,299.261,4
Blind Willie Johnson,"Dark Was the Night, Cold Was the Ground",47,0.394,0.0406,9,-23.179,1,0.044,0.968,0.0453,0.0976,0.2,116.117,198.56,1
LADIPOE,Feeling,56,0.615,0.575,7,-6.515,0,0.4,0.26,0.00000427,0.324,0.552,134.791,224,5
Karaoke Song,Saint Sister,11,0.718,0.437,7,-9.147,1,0.0516,0.155,0.021,0.0781,0.271,121.983,0.003161716667,4
Anthrax,Caught In A Mosh,54,0.339,0.991,2,-5.028,1,0.145,0.000249,0.00327,0.261,0.185,106.767,300.093,4
Marlon Craft,Julius Randle,30,0.761,0.744,11,-5.911,0,0.298,0.201,,0.0879,0.629,143.969,125.156,4
DTSQ,Fame,3,0.414,0.833,3,-4.116,1,0.0378,0.000157,0.000379,0.322,0.497,142.113,268.751,4
The Dangerous Summer,Where I Want To Be,44,0.457,0.916,9,-4.007,1,0.0771,0.00122,,0.256,0.569,138.035,218.907,4
Smoke DZA,Big Steppa,51,0.423,0.573,11,-7.368,0,0.333,0.116,,0.168,0.379,84.221,241.006,5
The Killers,Caution - Radio Edit,61,0.278,0.931,7,-3.719,1,0.121,0.00525,0.00000578,0.144,0.167,178.346,228.04,4
Liz Lawrence,Where the Bodies are Buried,39,0.713,0.601,4,-6.119,1,0.0395,0.0225,0.00000428,0.508,0.939,120.04,186,3
Broken Harvest,Madison Cunningham,41,0.475,0.427,9,-11.252,0,0.0305,0.749,0.0216,0.162,0.461,182.961,0.004790666667,3
3 Doors Down,Kryptonite,79,0.545,0.865,11,-5.708,0,0.0286,0.00664,0.000011,0.168,0.543,99.009,233.933,4
Kota the Friend,Pomegranate,62,0.637,0.489,2,-9.157,1,0.444,0.136,,0.0954,0.373,79.175,109.638,4
Bill Charlap,The Nearness Of You,50,0.383,0.131,7,-17.764,1,0.033,0.761,0.194,0.0973,0.101,98.606,0.007454666667,4
Talib Kweli,Get By,57,0.662,0.928,2,-4.688,1,0.377,0.00324,,0.17,0.775,90.509,227.427,4
Big Jade,Pressed (feat. OMB Bloodbath),51,0.822,0.701,11,-4.329,1,0.296,0.124,,0.179,0.826,80.036,176.736,4
Ski Mask The Slump God,Foot Fungus,77,0.881,0.623,1,-9.662,1,0.119,0.257,0.0000015,0.0964,0.745,88.953,129.547,4
Noroy,Nos regards,36,0.707,0.459,2,-8.59,0,0.0329,0.0152,0.000116,0.114,0.536,97.977,210.111,4
Los Viajantes,Zamba Para Ti,48,0.589,0.148,6,-13.779,0,0.0714,0.981,0.888,0.1,0.193,117.972,0.002891666667,3
Zeal & Ardor,I Can't Breathe,31,0.426,0.649,7,-8.325,1,0.158,0.0388,0.0402,0.075,0.226,72.608,78.531,4
Kenny Wayne Shepherd,Dark Side of Love,45,0.525,0.879,11,-4.927,0,0.0469,0.0582,0.00396,0.123,0.842,118.079,260.987,4
Alvin Youngblood Hart,Big Mama's Door,38,0.628,0.195,4,-13.054,1,0.0406,0.848,0.0000505,0.0955,0.538,98.527,231.4,4
Roy Gaines,Bluesman for Life - Remastered,31,0.612,0.654,5,-9.895,0,0.0354,0.0742,0.647,0.432,0.786,120.406,310.48,4
